city,current_temp_f,condition,forecast_3_days,sunrise,sunset
Louisville,28.9,Partly cloudy,"['2025-12-30: High 31.3F / Low 18.5F - Partly Cloudy ', '2025-12-31: High 40.3F / Low 26.6F - Partly Cloudy ', '2026-01-01: High 40.1F / Low 28.8F - Cloudy ']",08:00 AM,05:32 PM
